100000	0.999914
200000	0.900992
300000	0.641353
400000	0.43933
500000	0.308849
600000	0.226225
700000	0.171971
800000	0.135073
900000	0.107917
1e+06	0.088195
1.1e+06	0.073546
1.2e+06	0.062224
1.3e+06	0.052707
1.4e+06	0.046094
1.5e+06	0.040659
1.6e+06	0.035168
1.7e+06	0.031539
1.8e+06	0.028154
1.9e+06	0.025557
2e+06	0.022666
2.1e+06	0.020885
2.2e+06	0.018972
2.3e+06	0.017429
2.4e+06	0.015778
2.5e+06	0.014641
2.6e+06	0.013598
2.7e+06	0.012643
2.8e+06	0.011609
2.9e+06	0.011033
3e+06	0.010281
3.1e+06	0.009515
3.2e+06	0.008966
3.3e+06	0.008309
3.4e+06	0.007972
3.5e+06	0.007543
3.6e+06	0.007058
3.7e+06	0.006798
3.8e+06	0.006442
3.9e+06	0.006125
4e+06	0.00574
4.1e+06	0.005549
4.2e+06	0.005118
4.3e+06	0.005045
4.4e+06	0.004744
4.5e+06	0.004576
4.6e+06	0.004314
4.7e+06	0.00413
4.8e+06	0.003993
4.9e+06	0.003794
5e+06	0.00366
5.1e+06	0.00359
5.2e+06	0.003441
5.3e+06	0.003327
5.4e+06	0.003222
5.5e+06	0.003082
5.6e+06	0.002905
5.7e+06	0.002884
5.8e+06	0.002737
5.9e+06	0.002685
6e+06	0.002593
6.1e+06	0.002549
6.2e+06	0.002445
6.3e+06	0.002287
6.4e+06	0.002319
6.5e+06	0.002187
6.6e+06	0.002182
6.7e+06	0.002063
6.8e+06	0.00193
6.9e+06	0.001927
7e+06	0.001889
7.1e+06	0.0019
7.2e+06	0.001706
7.3e+06	0.001749
7.4e+06	0.001635
7.5e+06	0.001676
7.6e+06	0.001662
7.7e+06	0.001572
7.8e+06	0.001501
7.9e+06	0.001386
8e+06	0.001484
8.1e+06	0.00141
8.2e+06	0.001347
8.3e+06	0.001357
8.4e+06	0.001261
8.5e+06	0.001289
8.6e+06	0.00125
8.7e+06	0.001229
8.8e+06	0.001223
8.9e+06	0.001161
9e+06	0.001139
9.1e+06	0.001148
9.2e+06	0.001054
9.3e+06	0.001079
9.4e+06	0.001034
9.5e+06	0.000953
9.6e+06	0.000967
9.7e+06	0.000971
9.8e+06	0.00098
9.9e+06	0.000949
